Reviews,Rating,Sentiment
"Surprisingly for such a small price, high quality headphones all work as they should.  the only mistake , it does not turn off automatically, if you forget to turn it off, you will run out of battery power.  that's a big minus",4,1
Good at this price point. Buil quality is not satisfying. Battery is good. Feeling pain after 15 minute of use. Aux cable provided with it very cheap. But at this price point no other headset have duo connectivity option,3,0
It is fab to use for the internal purpose and especially to those who are extremely fond of music. It comes with a melodious sound having powerful Bluetooth connectivity. Battery life is amazing. It runs 6 to 7 hours of one time full charge. The product needs to be updated with a memory card slot.,4,1
"Not recomanded : it is late review, I understand but the headphone broke into two pieces after 4 months I brought it in August and got broke it into Dec. There is no customer care or service contact available.",1,0
"The product is just awesome !!!I've used the product from last 3 days continously, battery performance is excellent the sound quality  is pretty impressive & my ears are feeling the vibrations of the bass boost  but mic is somewhat unclear & uncomfortable . Anyhow Overall I say,you must go for it!! instead of rockerz 400 or 450.",5,1
"This headphone is simply superb.. i bought it for my daughter n she dropped it from the window.. we stay on the 14th floor n it had a straight drop of 10 floors (it fell on the 4th floor podium) .. I thought it must have shattered, but guess what? It is still working absolutely fine.. I mean I'm super impressed.. hardly sm scratches here n there n it's good.. go for it.. rough n tough n great sound quality, amazing looks.. hats off!!",5,1
I've been using these headphones for 2 months and they are really good..from sound quality to bass everything's perfect..noise cancellation is less but the price is also less...so you can go ahead..nice product...,5,1
"it's pretty good including it has dual mode, when ever your battery runs out you can just switch to bluetoothsound quality is almost like my jbl tune500bt which is around 3000 rs and i bought this one at only 899rs worth the money :)",5,1
"Continues usage, say more than 1-1.30hr may irritate ears. Because of less air circulation around the ears, it may get sweat after some point of time, cushion felt tight fit. Apart from that sound quality and bass is fine. battery backup is too good. I'm getting10-15days of battery backup.I use 30-60mts daily",4,1
"Boat rockerz 370 is awesome .in quality ,bass and all cool. I also have an old one boat rockerz 510 headphones I also recommend for that because 5 years completed by using this no scratches , durability is excellent , quality , noise cancellation , apperance wise is best.  Boat headphones is brand. Brand is brand.  Long lasting battery.",5,1
"I took it solely for gaming and WFH purpose. It does the job, I connect it and it stays powered on for more than 8hrs a day on a single full charge. Music, gaming and calls. Best when using sitting, standing walked. I do not recommend wearing it to the bed, it is delicate and can break.The cushions add to the noise cancellation, bass quality is good. Lows are pretty decent. The highs are not that great",5,1
"⚠ Don't buy for online classes, this is not for heavy use, you can use for 1 hour to hear song, that it self create ear pain, other than this every thing is super 👌, for ONLINE CLASSES you can buy boat immortal 200 d just >500 rs more it's is a gaming head for using is mobile you need otg cable.",5,1
"1) The sound quality is very poor, it's barely passable using in Bluetooth, but with the aux cords provided in the box it's absolutely garbage.2) the build quality feels very cheap and flimsy. It feels like it'd break in half if I try to put even a little bit of force.3) the size of the earpieces are quiet small. It starts to hurt my ears after 5-10 minutes of usage. This headphone is not made for people with average to big head.",1,0
One of the best headphones I have had.good for online classes and meetings.great for whatching online shows and movies.and fairly long Bluetooth range for this prize.slightly uncomfortable but other aspects of this headphone covers it up.,5,1
"LOW QUALITY MATERIALWithin 2 week it brokenWaste of moneyAverage sound qualityIn my opening better go with jbl or sonyVêry cheap plastic material, i don't know why Amazon promote such lower quality products for this price.. Quality based max 300-500₹ worth",1,0
These headphones are good given the 1000 rs offer however I received faulty units twice wherein only 1 side use to work for sometime making the experience very frustrating. Not sure if the product is bad or the units that I received twice!!!!,1,0
I should've saved some more money and bought a good one... I hardly used it for a month and now it has stopped working I guess I just have to throw this headphones away... Also the quality is not that good... Nope not recommending it,1,0
"Headphone is made with low quality material. It broke down within 6 months of light usage. Sent mail to customer care for warranty didn't get any response. Also Equalizer is not set properly in this headphone, bass is higher on one side.",1,0
"Very poor quality product, it stopped taking charging in just 15 days and there is no proper customer support available. When called to customer support they asked to register the complaint first on website and on website the registration didn’t worked.. no resolution..Don’t buy boat products",1,0
I read all the one star reviews and many of them told that their headsets broke after a few months. The same thing happened to me after three months of use. Please fix this design flaw asap. Thank you.,1,0
"Very bad quality of headphone , broken from one side after use for just 2-3 months , not good for daily use , I am now using it by applying ducktape, plastic quality is poor and delicate",1,0
"Connectivity and battery backup is good. In a single charge, it can give 6-8 hours playtime. You can easily wear it and roam within rooms.One limitation is that its not comfortable for long usage. Its difficult to wear continuously for more that 1 hour.",3,0
"I'm an average height individual. When I connect Rokerz 370 and put my phone into my pant pocket, the connection to the headphone gets disrupted. I have to hold the phone in my hands and close to the headset to re-establish Bluetooth connection.I feel cheated because of this.",3,0
Size is too small as compared with Mi headphone. Sound quality is good but cheap plastic. Broken in just 3 months.,3,0
"Decent for the price, even at max extension is tight on the head and can't be used for long, hoping it loosens up soon and this stops, buttons are a little tacky, sound is okish",3,0
"I found this product durable and good quality.I ordered this for my laptop, which not suites but it's working great with others devices like mobile and tab..  And I enjoyed it's quality of sound.. Recommendable 😀",5,1
Really good purchase for the price paid. Satisfied with the build quality and sound is okay. Bass is good not very heavy... satisfying.Connectivity with different devices are easy.,3,0
Bass quality-4.2/5Sound quality-4.8/5Connectivity-5/5Battery -1000000/5Overall- 4.7Mic quality-2/5Noise cancelling -1/5Recommended 👍👍Go for it better than 450Note- not good for calling purposesBattery lasts for 8 days used 2-4 hour daily use,5,1
 As along product os excellent as compared to any other company productsBATTERY- LAST LONG 8 TO 10 DAYS IF IT IS 100%QUALITY- VERY GOOD PRODUCT TILL DATE FROM JANUARY 2021 IT LAST LONG 1 YEAR OR MORE EXPECT FOR MEYOU GET 1 YEAR WARRENTY CARD TP THIS PROFUCT BUT IT NOT NEEDED BECO'Z IT IS VERY GOOD PRODUCT AND WORKING FOR ME FROM 1ST JANUARY 2021 ALMOST 1 YEAR,5,1
Nice product!!! Awesome quality,5,1
"All the things are good.but the only annoying thing is that whenever you lower the volume less than 50%,one side of headset stops working for some seconds.this is the case only when you connect with bluetooth.above 50% it works totally fine.no issues while using aux cable even if you decrease volume below 50%..bass is good..overall good product but needs improvement in bluetooth connectivity mode.",3,0
I was ordered 22 may I got 23 (prime member)  come to headphones  this price tag very good headphone.  Bass  triple vocal  awesome. Boat  never disappoint  u.  Spcl  for bass. No ear pain after  long use. I got 1099. Flipkart charge1399. U decide  where to buy..,5,1
"Cons.1.Uncomfortable after using over 2hrs2.Build quality is cheap, plastic might break if not careful3.Minor connection problems4.No mic btwPros.1.Good sound quality, bass is just good2. Battery life is good even if you use on full volume3.Padding is soft but still not for extended periods of time4.Worth the money spent if you want ""cheap but good"" headphones",3,0
 Excellent experience with this boat headphoneAll aspects are good,5,1
With around  20-30 mins of usage my earlobes started to hurt a lot these headphones have a very sung fit which apparently makes them  uncomfortable to wear but the sound quality is quite good for the price I am going to return the item inspite of the sound quality consider buying an over-ear headphone if you are going to use it for a long time or if you have a large head .,2,0
"Battery is good but as compared to other headphone, this sound quality is not good. Feels irritating when you sit on online classes.I suggest better go with 450 boat headphone.This one is very poor. My 450 boat headphone broked as i stepped in it badly. So, I bought this one.Please don't buy this if you can invest little more buy 450, as it's really comfortable",1,0
"Liked overall quality of the product. One peculiar thing is that after every use of connecting with the mobile,  few ads in Chinese started appearing on Google  news site. Also alibaba.com ads also were seen. This problem got eliminated when I connected headphones with wires to my computer. Now it's okay to use. Battery life is very good. It can last for couple of days for a limited use.",5,1
"Head phone is awesome  but after wearing for 30 min ,ears will start to pain ,,but after removing the head phone 30 second , its good to wear again,,, to need to worry to about warranty there is 1year warranty , and also warranty card is given and there is no on the card ,if u give miss call u can register for warranty , connect with laptop and mobile is amazing ,,, it's also best for running and exercise",4,1
"It's the best headphone I've ever used. It has got more bang for only a few bucks. Pay low, get great audio. High fidelity sound, beautiful build, value for money!!",5,1
 Bad quality one speaker pad is already broken...I  fix it with feviquick,1,0
Sound quality and build in quality is too bad at 70 to 80% volume left ear's speaker starts shaking and there is too much distortion it seems like someone is hammering on you left ear and not at all comfortable. One good thing it's very light because they have used only plastic which can  easily break.,3,0
"Sound quality is average, only advantage is converting to use as regular head phone when BT battery drains off. Certain other boat products have better sound quality. Chord given for 3.5 mm jack is flimsy, better quality aux cable should have been give",3,0
Product is good but strengthwise product is too fragile. It got broken while wearing it with normal push.Don't buy this product. Earlier I read similar reviews but still went for buying due to brand name but now I suggest everyone reading this review not to go for it.,3,0
"Superb voice quality and noise cancellation,mic is okay.Sound quality- 4.5/5Noise cancellation- 4/5Mic- 4/5Comfort- 2/5Ears will start paining after sometime for sure, they're not comfortable,buy only if you have small ears.You can't use mic in aux modeRange- 20 metres across the wallsBattery life- 10 hours at full volumeAux cable quality is average",3,0
Worst product I have  ever bought its slider got broken from just falling from a very much little height only its build quality is very bad and sound is decent not very good and I am trying from last 3 weeks to get replacement but boat after sales service is very very bad or worst I can say I will recommend you to invest some more money and buy sony headphones because there build quality is also very good and their aftersales service is the best,1,0
"Worst product I've ever bought in Amazon.The Bluetooth stoped working after 2 days, so I ordered a replacement, and the replaced product's Bluetooth also stoped working after 6days. It's unfortunate that I lost the box with garuntee card, I can't even change the product or ask for refund.Regarding sound, it starts breaking at hight pitch. You may have a hard time wearing it for more than 30 mins.",1,0
Many time...the other person cannot hear our voice through headphones....many times v r not able to hear there voice...so needs to reconnect ...it shws disconnected even if its connected...,2,0
its sound is very good its not noise cancellation but deep bass is so good that you will feel noise cancelation feature I prefer this headphone to music lovers and online studies and you can connect with aux cable and bluetooth.Note: if your network is slow or weak the headphone will not give a good sound,5,1
Truly good productNice sound qualityIt has wire also to connect headphones to laptop/phone so that if the device has not bluetooth function you can connect headphones with the device,5,1
After using for 2 months it started disconnecting from bluetooth automatically.And the material is also of very low quality.Mine headphone broke when I was trying to wear it and when asked for servicing they said that the sound is comming and we will not do anything.Cheap quality.Buy some other headphone of boat only but don't buy this one.Total waste of money...,1,0
Good product under 1000First one in 999 and second one in 799In a weekAnd battery backup is awesome for studyAnd also good for listening music.,5,1
"First the audio jack gave trouble and then I started using the Bluetooth mode. It's now dead in 1 week of usage. Good sound quality not at all durable, bought in July 2021. Not recommended",1,0
"Not comfortable to use as the cushion pads presses the ears tightly so that you will get irritated just after 10 mins of use. Better to go for the ones which has bigger ear pads, so that it covers your full ear. There is no return policy also, so I couldn't return it. Better not to go with this. Sound and build quality is ok.",4,1
"Well over all its good choice and good looking at this peice rangeBut some times it just stops working and just didn't switched on even after pressing the power button for a long time also the cushion paddingbis not soft so it causes pain in my ear after prolong use , and there are better choice in the market",4,1
It is very good i mean the sound and all it good at this price range. But its build quality is not upto the mark and it may break easily on the edges and most importantly the charging point and aux cable are creating few problems in the device but in some device they perform okay. So it have some problems but at this price range i think it is okay.🙂,4,1
"When i got it then that day it was working completely fine with macbook using Bluetooth but now no matter what i do it doesn't connect with Bluetooth to my mac, have to use wire which limits me to sit in my chair, however the Bluetooth works fine with android device. and the ear hurts after using around half an hour. i don't say product is bad but these two things are not working me.",1,0
Rechargeable battery dies contantly.  The microphone does not work.  It is just a wired headphone with ordinary sound.  Just deception.  Worthless junk.,1,0
"The only good thing about these headphones is average sound quality. Nothing to boast of. The major issue is that they are VERY uncomfortable. They dont fit your ears and they would give immense pain within an hour of constant usage. That said, they can't be returnable or replacable. I feel like its a waste of 1000 Rs.",1,0
I tell you guys don't invest money on this buy air pods or air buds because I have used it for 6-8 months all good but the strips from where we extend the headphones that is of very low quality and that's the main thing... And mine got broken one time while opening one day.... I managed and applied feviquick but it got boked again within a week so don't buy... Invest in air buds,1,0
"If you're in search of device under ₹999 then you must buy this. The overall performance is very good although you can't use them more than 2-3 hours continuously as it starts a little pain on your ears so yes can only watch a movie upto 2:30 hours 😂😂. The connectivity and range is best, you can hear all sounds clearly with bass.",4,1
"The performance of the Headphone is not as expected to be. The bass of the Headphone is not satisfactorily. In my order, after delivery, I replace the same, as Return option was not there. Then, after 2nd delivery, I have been fortunate to get the option for returning the same. Also have been refunded without any hassle.Thanks to amazon for hassle free refund.",3,0
Everything Is Great But The Sound Quality Can Be Much Better …..But Overall Impressive And Bass Is Also Great ……If You Are Considering Buying This For Gymming And Exercise And Kind Of Other Such Purposes Then Do Buy It …..But If You Are buying For Gaming Please first And Have Some Other Choices Too  Because Of Latency Rate …..That’s All,4,1
The box I received was little bit damaged. These headphones are attractive but build quality is poor.Aux cable sound is horrible. Very less weight and poor build quality.These headphones cannot be used for online classes as it will pain in your ears. The earcuffs will not cover your ear properly and clamp force is very much.Its not worth buying.,2,0
"Product is good for listening music, i needed Bt headphones for official calls and it does not seem to support calls at all, other personl is unavle to hear the voice when these headphones are on.",3,0
Pathetic product and service. Flip got broken within 3 months and when i went to service center they said it wont consider under warranty and when i asked to repair by taking some charge they denied to do that as well. It means if you buy boat product and it got broke for any reason in one day then u just have to through your product into. Dustbin. DO NOT BUY BOAT ANY PRODUCT,1,0
"It's been a year since I have been using this and it had no problem when it arrived. Last month or so the charging port came lose. I think this was damage done on my part, however I still advise to be a little careful with the charging port. I gave it to company for repair as it was still under warranty and they repaired it without any cost. Other than that no problem at all.",4,1
This is a very good headphone to use. Everything with the sound is top class.Just the build quality could elevate it to a better standard.Otherwise it's quite good!,4,1
Needs nearly every day need to charge if 10+ hours usage per day. Specifically in WFHome scenario. In Ubuntu sometimes having issues with this. Windows it's super cool.,5,1
I brought this product for the second time but this time it broke in 10 days. Request Amazon to Ban this product. There is no product warranty. The customer complain does not revert back.,1,0
"As I am using these headphones for one and half month,it's a great product at this range. But only one problem is the connectivity.Thats why I'm giving 4 stars. Or else it's a good product.",4,1
"First I recieved without sealed pack, and sound quality also I don't felt good, also I am using iPhone 7 plus I tried a lots to connect with  Bluetooth , all the time I failed, but it is connected easily with Android phone, finally I returned the item and within 2 days I am recieved the other piece , no words friends it is owesome.. BOAT hattsoff ✌🏼",3,0
"Sound quality is nice.Not comfortable for ears. Can't hold it for more than a hour.Product quality is average, especially plastic strips.",4,1
very bad sound quality. ordinary earphones are very much better than this. I am trying to return the product but the seller is replacing it. I wasted 1000+ rupees on it. u do not waste ur money.,1,0
This Boat Rockerz 370 wireless headphone is perfect for rock and metal maniacs in this price range which is not only value for money but also good sound quality with good amount of bass and overall it's a must buy product,3,0
",  also rarely it feels like it shakes voice with breaks like it used to happen in tape recorder/ caset sound, this gets one of incidence but that occurence is the sole point for deduction of 2 stars on overall basis, even if I pay 900 rupees, I will expect finest line of product from such an established brand, after Sony series of headphones it's one of the best",3,0
With my price value1. Battery backup awesome it make me more impressed by this boAt product.2. Bass also good not bad3. Comfortable for ears4. Extra good for winter time make my ears warm...hahaha,5,1
" Love it... Value for money, bought more than a week ago... No complaints... Sound is great, quality is good.. Bluetooth connectivity is fast, battery back up is also great I would recommend this to anyone.",5,1
Performance is good but the Plastics could have been better... the ear cushions  luld have been a bit bigger.. It is a little uncomfortable when it sits on the ears,3,0
A must buy product at the range of rs 1000. Sound quality is awesome and lookwise also amazing.. But The bestest thing is battery backup. I got this headphone delivered on 20th of june..at that tym it was 80% charge and rite now after 6 days of noramal using it is still 50% charged.. I will give this product 5 stars. Go for it without any doubt,5,1
Always have been appreciative of the brand BoAt. Good quality at reasonable prices. This is my 3rd BoAt headphone... One each for my family,5,1
"ergonomically not fit for daily classes to wear it all day !!its very tight around ears, cheek area...my jaw bones started to hurt(felt difficult to move) after wearing it for 3days ...if you are planning to buy to listen to music [for a while] yes its a good option if for classes...for which u have to sit all day ....not at all a good option",1,0
Happy for the quality at the price it is offered at. Good product.This does not mean anything is compromised in the quality. Just don't compare to way too high priced ones.,5,1
Worst Product waste of money. Don't buy it. Person on the other side not able to hear our voice clearly. Seems to be mic is not properly fixed in this product,1,0
Sound quality is just awesome but Call connectivity is very poor.. much sweat and ear becomes hot..,1,0
"These headphones are very uncomfortable. I could barely wear them long enough to test if this any good. Audio Echos, Mic seems to either work barely or not at all.The foam was firm enough to make me think these were filled with rocks. Also it has NO REFUND POLICY ONLY REPLACEMENT incase anybody else was planning on getting this.",1,0
I ordered this for listening songs and watching filmsBass quality is too good and highSound quality is very nice too,5,1
The product is awesome keeping in mind its price but the earcups are really uncomfortable and they hurt might hurt your ears ...I am 6 1 and they doesnt fit my scalp,4,1
I wouldn't recommend anyone to buy this specific product. It has poorest connectivity. I had to pair it with my phone almost everyday. I can't connect it to my phone while I'm using my WiFi.,1,0
"First thing It is Made in CHINA .On first day of usage....Bass is some weak.Battery Good 300mah.Build quality ok, need to be carefulConnectivity fine.No problem on calls or zoom meetings, unlike other reviewsMic catches outside voices, while recording.Can't play games like pubg as delay of voice.Overall costly. Got it for 1099 during sale.",3,0
The product doesn't have any problem with sound quality or noise cancellation but its not durable enough it broke within 2 months. It causes some pressure in your ears which is very uncomfortable for wearing it even for 1 hr max.,3,0
My experience is very good for this headphone because sound and bass and battery backup is very very nice performance is very nice must buy .,5,1
"Really presses against the ears which becomes painful after a while. Can't use for long duration. Though I haven't tried many other headphones so don't know if this is normal. Hoped it would become loose after some use, but it's still the same.",4,1
"Sound quality is not good, no bass, no noice cancellation and normal sound getting in high volume also... product looks good but music lovers it's not suitable....I expected alot from boat Rockerz 370 but it's not met as expected sound",2,0
Truly Noise cancellation and high sound quality. Superb bass. Amazing and long lasting battery life. The only issue is sometimes I have a little bit pain under my ears otherwise happy with purchase. Feels like I'm in a live concert when listening music in it. Also I got it on sale.,5,1
If u are holding up for a quality product...then it's not for you the material that is used to extend the headphones are so cheap it will bread down easily if u just apply a little bit of force .. secondly it's bass is not as what I expected it's like okay and noice cancellation is good overall a good product but with cheap quality .,1,0
Pros:1)Best audio quality2)Deep bass3)Battery life 8-10hrsNeutral:1)Mic okay but not greatCons:1)Cheap quality plastic2)Bluetooth connectivity fail sometimes(no sound or one earpience alone works)3)If connected with aux cable on pc mic willn't workIncrease 200 budget and try rockerz 450 for better build,4,1
"This headphone is a real deal, I ordered this last month and it hasn't disappointed a bit. The headphone is working perfectly just like the first day, considering I use it roughly for 8-10 hrs continuously. The sound quality is good. The bass is 5/5. A must buy, incase you have a buget less than rs. 1500.",5,1
If your budget is  1200 to 1400 rs then the best thing is to get these headphonesBest sound qualityLittle uncomfortable but It will be fine after few daysAverage build qualityValue for money 10/10I got it for 699 in offer of festivalI luckily also had an 500 rs coupon so I buyer it in just 200 rs with free delivery,4,1
"The audio quality is great. Looks great, too. The only thing is, the microphone does not capture sound very well. You may need to buy an aux cable with a mic.",5,1
"It's too good to purchase. Along with Bluetooth it also has chord. If you want you can use it with chord, like headphones without Bluetooth",5,1
"I searched for better headphones and searched end when I saw first my favourite boat-rockers, headphone, amazing quality , good base, easily connected with Bluetooth, and easy to carry. All good m very happy to buy this in a super saver deal.worth it",5,1
Everything about this product is pretty good except that it's not as comfortable as I thought it would be. After wearing for about 30 mins your ears can start to pain.Another thing that I did not like is that the music leaks out and people near you can easily hear to what you're listening.,3,0
Super sound quality butWhen we play high graphic gamesThe sound is bit slower than the real time2 seconds slowerWhen we play games like pubg and free fireSo update the bluetooth versionNd the sound quality is rich base is ultimate,5,1
"Do not buy this cheap plastic headphones if you are going to use them every day.  As i mentioned earlier it is made from cheap plastic and it will break itself in 4/5 months. The only thing good about it is its battery life , sound quality is meh and its very comfortable to wear as you will get your ears in pain after using it for over a hour .. Just buy some earphones than this  weak plastic headphones .",1,0
"Good for students doing e-classes. Lightweight, elegant..wireless and wired (with Aux)...good specs in price range....Just check size for figment on head...was perfect fit, for my son, but didnt cover my ears fully...But since it was purchased for him, I have no concerns...He is now a BoATHead 🙂Overall good product !!",4,1
"I was purchased this headphone on 24th August 2021. But Last Some days its Bluetooth Not Working, I Am Facing lots of Problems From last Some Days and I want to Exchange the product. I was not Expected This from Authentic Brand (Boat) I am Very Disappointed So I want You to Figure Out This Problem and Resolve It ASAP.",4,1
Sound aint loud. Bass is ok. Connectivity issue is bigger problem.,1,0
Good sound but can't use for very long time. It's starts hurting your years after 30 min of use.If you have low budget the go for this or else spend 1000 bucks more and you'll get a far better product.,3,0
The sound quality is not as expected. Some crackling sound in background while listening on Bluetooth and air input.,4,1
"On high bass, the voice seems to crack a bit. Would bother if you are extremely particular voice at high levels. Else a great product!! The battery life is significantly good in the price range this product is available and the facility of connecting through 3.5mm jack is something not available in this price range.",4,1
Battery backup superb.Apart from size issue the rockerz has no problem.When u take it off ears n tend to snug around neck the band seems to be tight around neck n for that u have to hold it off ur neck...Size cud be an inch more..size means size of interconnecting band between two ear phones even after full stretch,4,1
Great product but need some improvement in noise cancellation and material.Should me made more comfortable to wear.,3,0
"Sound is good, but build quality too bad.... broke off in a month... dont know now wat to do with it , cant return it too",2,0
Good earphones but it keeps disconnecting from my macbook - possibly due to an issue with Mac bluetooth but I am unhappy that I have a product that does not work for me,2,0
This product is very poor and this company is not properly amount timely return to costume against rejected products.False company and product,4,1
I haven't charged this thing since 4 days now. Its still at 60% and i use it every night for around 6 hrs or so during sleep. Perfect for noise cancellation if you have a society of barking dogs after midnight lol.  On a serious note the audio outputs coming out are decent,5,1
"I am using this Bluetooth for the last 7 months, sound quality is good. A few days back support strip got broken and now it is not usable. The boat should use quality material at least for their brand image. I am trying on their customer care centre for replacement but there is no revert to calls.",2,0
It is not having the features which is mentioned on product. Mostly you are not able to connect both mobile and laptop at the same time. And if anyhow some time it's get connected then. If you get call or if you watch any video or songs the voice/sounds gap comes  or sounds distorted.,3,0
"The plastic use is really poor, pls do not buy it as it's only have replacement policy which is not recommended... Really cheap plastic use.. any hard push will break it istant",1,0
Sound quality very nice. Bass is superb. Not good for calling. Bluetooth connectivity range is very less. But sound is very nice as compared to other.,4,1
"After using it for 2 3 days, I feel like it's a good product in the price range. Sound is great, Bluetooth connectivity is good, battery performance is great. But the design isn't much ergonomic. My ears starts to pain after 30 40 minutes.",4,1
Good sound in low and medium volume.....but worser in high sound..... overall okey....Then I order for replacement and got a used product along with missing components.....  its totally fault of Amazon......,4,1
"The fitting is very comfortable to ears, the only thing that i found inappropriate is a ""balanced-sound"". It was about the ending of the 2020, on December 22nd, i have ordered ""boat 350"" Headphones🎧 after scrutinizing it's sound I found there was total imbalance of bassness.",2,0
"Though sound quality is good but product quality is bad as broke without any physical stress or impact. Though product is in warranty period, but unable to reach to nearest service station over phone as both given nos are non functional.",1,0
Product is Ok for this price.But can't use more than a hour continuosly..Ear cushions are not that good,3,0
"Terrible Clarity , not comfortable as well, just looks, good for only normal use, any amateur sound enthusiast would also hate it",2,0
I'm a student so I really needed this bcz there is so much noise in my house so I couldn't concentrate but this product helped me so well..😇but one thing I dislike about this- my ears start paining if I wear it more than a hour... but overall I'm satisfied with this product ♥️😊,4,1
The size of ear pads is too small...it hurts my ears,2,0
"Bought it fir my 12yr Daughter and she loved it, looks stylish and good sound quality at a reasonable price",5,1
 I like the packaging of the product  and colour of product plus it is light in weight plus the way it is packed I used it's wrapper to cover my book bcz as a student I though why I should waste any thing if it can be use # eco-friendly #🙏🇮🇳,5,1
I did not like anything in it .  Boat Rockerz 370 is waste.At the 1st Day only  The left side of the Headphone was  not working . No manual and no warranty card was given . They have given me a dummy piece .,1,0
Product is absolute in terms of quality sound and battery. One thing to notice is headset is so Light weight that remains unnoticed and releif when you wear it. No Cons now and Could go for it... i got it for 1099/-😊 where It went for 1499/-on amazon the next day and already out of stock for 2999/- on boat🙀,4,1
"The product is very good for the price.  But for the mic, i feel , should have been better as the other person cannot hear what i say clearly",3,0
" Sound is good. But, after a 10-20 mins that tightness would start making one uncomfortable. Especially, if you have specs (I do), then there will be red marks on your ears because of the tight fit. It is that tight. Boat, do something about this please.",2,0
Sound and bass are well definable for such price the only thing why i returned it is I can't wear it for more than 30 mins at a time because its on-ear type and my ears start to hurt after certain period of time after wearing it,3,0
Though bass and noise cancellation are a bit lagging. The value for the amount given is extremely good.,5,1
It fulfills value for money in this range... If you want something in this range.. Can definitely go for it... The battery is upto 7-8 hours... And the material used is also of a good quality...You can choose it in this range,5,1
"Very bad and cheap quality plastic used, Please do not order by the looks of the image given on the site. choose something other headphone and keep this as last to last option",1,0
"The first time we ordered it,one of the headphone cushion was not attatched and when the replacement came, the box was empty.The seal is still attached because there's no reason to open an empty box.Did not expect this to happen and our money and time was pretty much wasted.And we won't get our headphones back either.",1,0
Reviewing after using 6 months.Sound quality - AwesomeNoise cancellation - GoodBass Quality - Good,5,1
"Sound was good only the wi fi was not able to get connected ,some defect in the piece had to return.",3,0
Got it in very good price of rs890... totally paisa vasool.. at this point.. its very good.. nice battery backup... decent bass and treble,5,1
"ALMOST 5 MONTH, 10 HRS BATTERY BACKUP ON CONTNUES PLAY. FAST CHARGING, DURABLE QUALITY, SOUND QUALITY IS GOOD, GOD BASS AND TRIBLE. VALUE FOR MONEY.",5,1
"Everything is happening here okay BUT When i use the headphone without connecting bluetooth ,i mean with Keble wire then only left ear have sound, i checked many times but with wire there is no sound on right ear... This is something i didn't want... Maybe for this reason i should return it or not? Feel puzzle! This is not fair.",4,1
I bought it three months ago and it was really a nice product but now it started making some sound and vibrating problems..For that I sent it to customer care and now I have received my headphone without my accessories... It's really disappointing from a multinational Indian company.,2,0
We have just bought the product but the product is not up to Mark the bluetooth is not working and from today the voice is not also coming from the headphone wire connecting to the phone they bought this product in 6th October and since it is a brand we would like to exchange the product are refund,1,0
"Voice breaking while on call with bluetooth connectivity,Bass is not so good  hearing on full bass sound is cracking,Audio latency is much higher in case of gaming (while connected with bluetooth)will not recommend to buy .",3,0
"I am using it from past 2 days, it's amazing product by Boat.Earlier i was using the boat wired earphones which is still running bdw, sound quality of this headphone is good, youth connect swag is there, i love it & recommend others to buy it. 🙂",4,1
This is not good quality .you will waste money buying the product . this will not work more the 2 months . the wires will come loose and it will stop working .,1,0
"The pros :1. Sound quality2. Build3. PriceThe cons:1. Bluetooth connectivity and pairing - If you have connected to only one device and want to add a new device, you will have to restart the headphones to pair again , which isnt convenient2. The mic sound is feeble and doesnt pick up the voice very well.",3,0
"Cheap quality plastic is used in the bands of the headphones. Mine broke don't know how in just 3 months. And I tried to get in touch with the company for replacement or repair, got no reply from them. My money got wasted.",1,0
"Sound quality in mediocre,bass isn't that great but for the price of 899 I guess it's ok if u need one ,battery life is great worked for 10hrs on full charge,build quality isn't great,i have a feeling it is going to snap qt any time based on its angle",3,0
"Worst quality sound. There is no bass at all. Only good thing about this headphone is it looks good. If you are buying it to listen to music, just don't bother. A 600 rupees headphone bought from a local shop produces better quality sound.",1,0
 Mic good I have given honest review in the youtube video on Technical Dileep youtube channel,5,1
Headphone looks good..Sound is crystal clear but Bass is limited..Good sound with low bass.Bluetooth connectivity is good.Overall Product is good but if u are looking for High bass and woow sound headphone surely this is not the one ..Price is also high as compared to competitors product...This product should be under 1000..,3,0
"When coming to design I really love this😍 and when coming to bass it is excellent ⚡. Light weight ✨. Flexible 💖. If u ask me cons I can say its an on ear headphone its not a matter if u not wearing eyeglasses. But if u ""wearing glasses"" then it may little bit irritating coz ""its on ear"".",5,1
"It has good sound quality, but it often gets cut off on one ear or both of them. The mic isn't that great either, I'd even go as far as to say that it's terrible, actually. Nobody hears anything unless you're screaming, it's just strange.",3,0
"Good pair of headphones for the given price range!! Compact and easy to carry since it's foldable. Decent bass and noise cancellation levels. One minus would be the aux cable is too thin, don't think it will last long. Anyways a good buy.",5,1
The design looks sleek and pretty! The packaging was also good but the product inside was damaged. I have applied for return! I am a long time user of boat products but this is the first time i am receiving a damaged product. Disappointed,2,0
"For a boAt product its quiet cheap. But the thing is that after buying it, within 3 months I'm facing issues with it. The main issue is that when I lower the mobile volume below 50% suddenly both sides of the headphones stops working. So I had to always put the phone volume above 50%",3,0
Super and clear Bass. Vocals are fantastic. Noise cancelation is perfect. Overall sound is excellent.  I love this product. Value for money.,5,1
"See in starting it was working good but after some time sound quality get poor and poor. Bass is not there. Bluetooth connection is weak don't go if there is written 5.0v Bluetooth,useless.See I am a music lover but it starts paining after 10 or 15 minutes.",2,0
